timestamp_us,ax,ay,az,gx,gy,gz,pressure,tension_gf
84998.1300411391,-0.0008312659013009825,0.00905281341651112,0.9919847637583532,-0.026715181542585082,0.043671002108017956,-0.035441744214986456,1013.0036929082397,46.25855347427859
89805.71658192751,0.012152529986318043,-0.0006437182485052397,0.9933359257402937,0.0716689139525651,0.037190249476898925,-0.019468703161370306,1013.0203526600512,44.87601737885405
94613.30312271594,0.01388092251177953,-0.0007922348584430848,1.0024442043249735,-0.01648882430029261,-0.010532224366296639,0.04997767237783174,1013.0062844110442,44.44731832493021
99420.88966350433,0.01651474222788766,-0.002616346636789097,0.9969325187872659,-0.01789221973642538,0.03631662569649888,-0.016874666317583685,1013.0708537561421,44.91325298157534
104228.47620429275,-0.008072339131582342,0.00407837746209352,1.0150018725386087,-0.04801359363314447,-0.025202878417000637,0.013801178016576751,1013.0309635510287,44.5723489796761
109036.06274508116,-0.0007737894560235815,-0.00044965095934677065,1.005954758517319,0.03834174482579458,-0.023991122852227376,-0.01866603023506546,1013.0501807780845,45.43695905784688
113843.64928586956,0.012827549143972463,0.004261952837604983,0.9862924266593234,0.01773393693240436,0.1307449158496336,0.04500611059870987,1013.05296604417,45.013568290369214
118651.23582665798,-0.009576906054349105,-0.0044454782839353215,1.0056308058906722,0.038045257738169455,0.009960610161319496,0.05975022468049856,1013.0975966415995,44.943983712723885
123458.8223674464,0.00841118924026197,0.017949884011649805,1.0027476558394812,0.06734696512050985,-0.09763644784702533,-0.031254255589353394,1013.0841884127605,45.37529062106631
128266.4089082348,0.00718655942340315,-0.008866901716548158,1.008420346029224,0.059278495304046025,-0.023456650361264292,-0.062149777658765455,1013.05557354655,44.46969485200438
133073.9954490232,-0.0005657623366406236,0.011719049843063748,1.0079779257886172,0.06553258176874807,0.008897793255328251,0.008665871336738082,1013.1713600596045,45.36759423472365
137881.58198981162,-0.0001404655265197139,0.008293119501122931,0.9935985136050703,0.08061165656372285,-0.009116420384366445,0.004375218169733465,1013.12935056883,46.03919556147938
142689.16853060003,-0.011514056415151689,0.002899712788416115,0.9986453529119422,0.06060168178349662,0.035743422751359846,0.031675856460837835,1013.1065889233757,44.93263815747746
147496.75507138847,-0.006771763540138026,0.003697337533718612,0.994797842098079,0.06984453505408117,-0.0052832144093675135,-0.0372437327936913,1013.1193376156282,44.657033241214066
152304.34161217685,0.0011125219972173501,-0.007155959714927655,0.9927217011255864,0.03724009892407779,-0.0009158005690311846,0.0017016860026049278,1013.0925742479023,46.24711958470175
157111.92815296527,-0.008137500757959425,-0.006988231190209686,0.9958908367165945,0.05672938049800475,0.06114233018336104,-0.022129105696793258,1013.1813314562954,45.658109850036304
161919.51469375368,0.005293366208652067,0.011716608428970685,0.998322949526997,0.06122556818244911,0.03943208903395698,-0.02145469796447075,1013.148062392032,45.86049264586986
166727.1012345421,0.007929736633418373,-0.0005264417150997469,1.007405247089747,0.02715327614590492,-0.037827482825632676,0.021041045226491417,1013.1648878455521,45.685572044771696
171534.68777533047,-0.005746635820899472,0.005080105599146741,1.0134439559049178,0.05231992380522079,-0.007678821112161709,0.03308023623914295,1013.2023925147823,45.54308646709524
176342.27431611894,0.018670459588805928,0.007908759310554302,1.0126170326534334,0.09289152847292538,0.019873794087121435,0.004997647074313857,1013.184752259461,44.87563478017601
181149.86085690733,0.003914941488044095,0.009942922728544093,0.9961558956065467,0.11670148690542476,-0.005888057534283668,-0.009450733906390441,1013.1703601772872,44.840359968506675
185957.4473976957,0.00766053843489422,8.575230125427557e-05,1.0133550198582253,0.07002911222848135,0.005228336042124866,-0.0034817015107341076,1013.1926692456328,45.75314660619741
190765.03393848415,0.0104402761211639,0.009666989819265014,1.0075803453301122,0.047784380312513364,0.022016565840608182,-0.030895084818624175,1013.1786389432037,45.85012053734159
