timestamp_us,ax,ay,az,gx,gy,gz,pressure
-120000.0,-0.0131817949883207,0.015224091514133392,1.0246449721709041,0.0286696328183305,0.02048276370065896,-0.009117210589257843,1013.0005293756145
-110384.61538461539,-0.013562480024913172,0.013582345162082884,0.9935184433466181,-0.011499350646172177,-0.03304777959565973,-0.020849012873876884,1013.01665975194
-100769.23076923077,0.0004249006332843441,0.0036231582915441057,0.9832362471782203,-0.02757156850175823,-0.015367477999706787,-0.043711094475979914,1013.0363269759148
-91153.84615384614,-0.0040109532529385514,-0.0038525456336755293,0.9932833082124656,0.0943482262992038,-0.014713341913583537,-0.0018094630795063061,1013.0386951239861
-81538.46153846153,-0.003619032630325497,-0.004518063717664464,1.002640066110598,-0.0224619951685627,-0.007740479877547482,0.013080321830970755,1013.0803955605303
-71923.07692307692,-0.0011285026017173348,0.0019844263782793975,1.0046170187198933,0.0519934013730376,-0.047146416417288006,-0.013517417433686812,1013.0927267122672
-62307.6923076923,0.0030433877544097055,0.01020461705460144,1.0047553208565954,-0.0634847801705311,0.052376308095835725,0.0189008731832326,1013.1442141029681
-52692.30769230768,0.003983767599872179,-0.009349968842521745,0.9999123747527447,-0.02082072172100702,0.08528148052902915,0.010615903165568676,1013.1265614922547
-43076.92307692307,0.007191599918886888,-0.008610863978086872,0.9966915394968296,-0.010487979859630493,0.10111057764549139,0.024013157488404692,1013.2079870703298
-33461.53846153846,-0.006033720997532825,-0.001053117028660528,1.0040443532010757,0.013346941581041015,0.06819196290302983,-0.06787074411299197,1013.1827688719346
-23846.153846153837,0.015178927518610268,0.004278012735423957,1.0055864454722165,0.048725179686795766,0.018359765346760627,-0.010902703551244355,1013.2509439144164
-14230.769230769214,0.009107478422493525,0.0006740135502950847,0.9995216415707607,0.16564265755953173,0.018764080595341317,0.08243988275491582,1013.218432840898
-4615.384615384604,0.002217621932425028,-0.0036931127687370438,1.0198466041218397,0.12856572125903032,0.12037766236598146,-0.044055398397949475,1013.2096080331811
5000.000000000005,0.01738541542248588,0.002926373087101146,1.0033637318067619,0.04283351576654227,0.08332350799935037,-0.012566640532129554,1013.2566999372578
14615.38461538464,0.008497870795927015,0.0022216323566977897,1.008316472363494,0.17567832504438127,0.06387383597979276,0.01774967232146944,1013.2916462662698
